,id_estacao,data_medicao,coleta,ponto,data_inicio,data_fim,ph,temperatura_do_ar,temperatura_da_agua,salinidade,oxigenio_dissolvido,turbidez,disco_de_secchi,profundidade_total,profundidade_de_coleta,coliformes_totais,escherichia_coli,nitrogenio_amoniacal,fosforo_total_mg_l,fosforo_total_mg_kg,fosfato_total,nitrato,silica,sulfeto,materia_organica
228,1,2024-06-17 10:23:00,Extra,LRF2 - Fundo,2024-06-17 10:20:00,2024-06-17 10:23:00,,,23,,5.87,,,,,,,,,,,,,,
229,1,2024-08-12 08:43:00,Extra,LRF2 - Superfície,2024-08-12 08:40:00,2024-08-12 08:43:00,,,23,,7.39,,,,,,,,,,,,,,
230,1,2023-06-03 10:51:00,Extra,LRF1 - Superfície,2023-06-03 10:48:00,2023-06-03 10:51:00,,,23,,8.49,,,,,,,,,,,,,,
231,1,2023-06-10 11:12:00,Extra,LRF2 - Superfície,2023-06-10 11:09:00,2023-06-10 11:12:00,,,23,,6.97,,,,,,,,,,,,,,
232,1,2024-06-03 11:17:00,Extra,LRF6 - Superfície,2024-06-03 11:14:00,2024-06-03 11:17:00,,,23,,6.7,,,,,,,,,,,,,,
233,1,2022-06-10 10:45:00,Sedimento,LRF3 - Fundo,2022-06-10 10:30:00,2022-06-10 10:45:00,7.71,23.0,23,10.5,4.56,,,,,,,,,1.51,,,,,3.14
234,1,2024-06-04 09:12:00,Extra,LRF6 - Superfície,2024-06-04 09:09:00,2024-06-04 09:12:00,,,23,,7.65,,,,,,,,,,,,,,
235,1,2024-08-19 08:07:00,Extra,LRF6 - Superfície,2024-08-19 08:04:00,2024-08-19 08:07:00,,,23,,6.99,,,,,,,,,,,,,,
236,1,2023-06-10 10:43:00,Extra,LRF3 - Superfície,2023-06-10 10:40:00,2023-06-10 10:43:00,,,23,,6.84,,,,,,,,,,,,,,
237,1,2024-06-04 09:47:00,Extra,LRF3 - Superfície,2024-06-04 09:44:00,2024-06-04 09:47:00,,,23,,9.47,,,,,,,,,,,,,,
238,1,2024-08-06 10:03:00,Extra,LRF5 - Superfície,2024-08-06 10:00:00,2024-08-06 10:03:00,,,23,,9.15,,,,,,,,,,,,,,
239,1,2023-08-12 08:43:00,Extra,LRF2 - Superfície,2023-08-12 08:40:00,2023-08-12 08:43:00,,,23,,7.39,,,,,,,,,,,,,,
240,1,2023-08-19 08:10:00,Extra,LRF6 - Fundo,2023-08-19 08:07:00,2023-08-19 08:10:00,,,23,,6.8,,,,,,,,,,,,,,
241,1,2023-06-04 09:12:00,Extra,LRF6 - Superfície,2023-06-04 09:09:00,2023-06-04 09:12:00,,,23,,7.65,,,,,,,,,,,,,,
242,1,2024-06-17 10:11:00,Extra,LRF4 - Superfície,2024-06-17 10:08:00,2024-06-17 10:11:00,,,23,,5.86,,,,,,,,,,,,,,
243,1,2024-08-19 08:10:00,Extra,LRF6 - Fundo,2024-08-19 08:07:00,2024-08-19 08:10:00,,,23,,6.8,,,,,,,,,,,,,,
244,1,2022-06-10 12:20:00,Sedimento,LRF5 - Fundo,2022-06-10 12:05:00,2022-06-10 12:20:00,7.95,23.0,23,13.5,5.57,,,,,,,,,0.4,,,,,3.62
245,1,2023-08-06 10:03:00,Extra,LRF5 - Superfície,2023-08-06 10:00:00,2023-08-06 10:03:00,,,23,,9.15,,,,,,,,,,,,,,
246,1,2024-06-17 10:31:00,Extra,LRF1 - Fundo,2024-06-17 10:29:00,2024-06-17 10:31:00,,,23,,5.79,,,,,,,,,,,,,,
247,1,2023-08-19 08:07:00,Extra,LRF6 - Superfície,2023-08-19 08:04:00,2023-08-19 08:07:00,,,23,,6.99,,,,,,,,,,,,,,
248,1,2024-08-05 10:20:00,Extra,LRF1 - Superfície,2024-08-05 10:17:00,2024-08-05 10:20:00,,,23,,7.68,,,,,,,,,,,,,,
249,1,2023-08-12 08:59:00,Extra,LRF3 - Superfície,2023-08-12 08:56:00,2023-08-12 08:59:00,,,23,,8.22,,,,,,,,,,,,,,
250,1,2023-08-19 07:59:00,Extra,LRF4 - Superfície,2023-08-19 07:56:00,2023-08-19 07:59:00,,,23,,6.74,,,,,,,,,,,,,,
251,1,2024-08-12 08:46:00,Extra,LRF2 - Fundo,2024-08-12 08:43:00,2024-08-12 08:46:00,,,23,,6.99,,,,,,,,,,,,,,
252,1,2023-06-17 10:11:00,Extra,LRF4 - Superfície,2023-06-17 10:08:00,2023-06-17 10:11:00,,,23,,5.86,,,,,,,,,,,,,,
253,1,2023-08-12 08:46:00,Extra,LRF2 - Fundo,2023-08-12 08:43:00,2023-08-12 08:46:00,,,23,,6.99,,,,,,,,,,,,,,
254,1,2023-06-17 10:14:00,Extra,LRF4 - Fundo,2023-06-17 10:11:00,2023-06-17 10:14:00,,,23,,5.33,,,,,,,,,,,,,,
255,1,2024-05-20 09:39:00,Extra,LRF1 - Fundo,2024-05-20 09:36:00,2024-05-20 09:39:00,,,23,,5.4,,,,,,,,,,,,,,
256,1,2024-05-21 11:22:00,Extra,LRF3 - Fundo,2024-05-21 11:19:00,2024-05-21 11:22:00,,,23,,5.55,,,,,,,,,,,,,,
257,1,2024-06-17 10:14:00,Extra,LRF4 - Fundo,2024-06-17 10:11:00,2024-06-17 10:14:00,,,23,,5.33,,,,,,,,,,,,,,
258,1,2024-06-17 09:56:00,Extra,LRF5 - Fundo,2024-06-17 09:53:00,2024-06-17 09:56:00,,,23,,5.28,,,,,,,,,,,,,,
259,1,2023-06-17 09:56:00,Extra,LRF5 - Fundo,2023-06-17 09:53:00,2023-06-17 09:56:00,,,23,,5.28,,,,,,,,,,,,,,
260,1,2024-06-10 10:43:00,Extra,LRF3 - Superfície,2024-06-10 10:40:00,2024-06-10 10:43:00,,,23,,6.84,,,,,,,,,,,,,,
261,1,2024-06-17 09:53:00,Extra,LRF5 - Superfície,2024-06-17 09:50:00,2024-06-17 09:53:00,,,23,,5.34,,,,,,,,,,,,,,
262,1,2024-08-12 08:35:00,Extra,LRF4 - Superfície,2024-08-12 08:31:00,2024-08-12 08:35:00,,,23,,7.98,,,,,,,,,,,,,,
263,1,2024-06-10 11:12:00,Extra,LRF2 - Superfície,2024-06-10 11:09:00,2024-06-10 11:12:00,,,23,,6.97,,,,,,,,,,,,,,
264,1,2023-06-17 10:31:00,Extra,LRF1 - Fundo,2023-06-17 10:29:00,2023-06-17 10:31:00,,,23,,5.79,,,,,,,,,,,,,,
265,1,2023-05-20 09:39:00,Extra,LRF1 - Fundo,2023-05-20 09:36:00,2023-05-20 09:39:00,,,23,,5.4,,,,,,,,,,,,,,
266,1,2023-06-03 11:17:00,Extra,LRF6 - Superfície,2023-06-03 11:14:00,2023-06-03 11:17:00,,,23,,6.7,,,,,,,,,,,,,,
267,1,2023-08-05 10:20:00,Extra,LRF1 - Superfície,2023-08-05 10:17:00,2023-08-05 10:20:00,,,23,,7.68,,,,,,,,,,,,,,
268,1,2023-06-17 09:53:00,Extra,LRF5 - Superfície,2023-06-17 09:50:00,2023-06-17 09:53:00,,,23,,5.34,,,,,,,,,,,,,,
269,1,2024-08-12 08:59:00,Extra,LRF3 - Superfície,2024-08-12 08:56:00,2024-08-12 08:59:00,,,23,,8.22,,,,,,,,,,,,,,
270,1,2024-08-19 07:59:00,Extra,LRF4 - Superfície,2024-08-19 07:56:00,2024-08-19 07:59:00,,,23,,6.74,,,,,,,,,,,,,,
271,1,2023-06-04 09:47:00,Extra,LRF3 - Superfície,2023-06-04 09:44:00,2023-06-04 09:47:00,,,23,,9.47,,,,,,,,,,,,,,
272,1,2022-06-10 11:40:00,Sedimento,LRF4 - Fundo,2022-06-10 11:25:00,2022-06-10 11:40:00,7.36,23.0,23,10.6,2.02,,,,,,,,,3.09,,,,,5.16
273,1,2024-06-03 10:51:00,Extra,LRF1 - Superfície,2024-06-03 10:48:00,2024-06-03 10:51:00,,,23,,8.49,,,,,,,,,,,,,,
274,1,2023-08-19 07:54:00,Extra,LRF3 - Fundo,2023-08-19 07:51:00,2023-08-19 07:54:00,,,23,,6.44,,,,,,,,,,,,,,
275,1,2023-06-17 10:23:00,Extra,LRF2 - Fundo,2023-06-17 10:20:00,2023-06-17 10:23:00,,,23,,5.87,,,,,,,,,,,,,,
276,1,2024-08-19 07:54:00,Extra,LRF3 - Fundo,2024-08-19 07:51:00,2024-08-19 07:54:00,,,23,,6.44,,,,,,,,,,,,,,
277,1,2023-08-12 08:35:00,Extra,LRF4 - Superfície,2023-08-12 08:31:00,2023-08-12 08:35:00,,,23,,7.98,,,,,,,,,,,,,,
278,1,2022-08-03 13:17:00,Regular,LRF3 - Meio Afótico,2022-08-03 13:14:00,2022-08-03 13:17:00,7.3,,23,13.4,4.57,3.87,,,2.0,,,0.17,0.078,,0.018,<0.05,2.6,0.4,
279,1,2022-07-18 10:00:00,Regular,LRF3 - Meio Afótico,2022-07-18 09:57:00,2022-07-18 10:00:00,8.34,,23,13.06,4.69,4.78,,,2.0,,,0.136,0.088,,<0.016,<0.05,3.3,0.1,
280,1,2023-08-17 10:41:00,Regular,LRF2 - Meio Afótico,2023-08-17 10:38:00,2023-08-17 10:41:00,7.34,,23,10.7,3.52,3.8,,,2.0,,,0.12,0.04,,<0.016,0.25,6.4,0.1,
281,1,2022-07-18 11:24:00,Regular,LRF5 - Fundo,2022-07-18 11:21:00,2022-07-18 11:24:00,8.12,,23,13.17,3.3,4.26,,,2.0,,,0.18,0.075,,<0.016,0.05,3.2,0.2,
282,1,2023-08-09 12:06:00,Regular,LRF3 - Meio Afótico,2023-08-09 12:03:00,2023-08-09 12:06:00,8.73,,23,10.9,9.48,6.26,,,2.0,,,0.13,0.04,,<0.016,0.23,5.8,<0.1,
283,1,2022-07-13 10:30:00,Regular,LRF3 - Meio Afótico,2022-07-13 10:27:00,2022-07-13 10:30:00,8.83,,23,14,6.4,5.85,,,2.0,,,0.04,0.037,,<0.016,0.197,2.8,<0.1,
284,1,2024-08-17 10:41:00,Regular,LRF2 - Meio Afótico,2024-08-17 10:38:00,2024-08-17 10:41:00,7.34,,23,10.7,3.52,3.8,,,2.0,,,0.12,0.04,,<0.016,0.25,6.4,0.1,
285,1,2022-09-19  12:44:00,Regular,LRF2 - Meio Afótico,2022-09-19  12:42:00,2022-09-19  12:44:00,7.19,,23,14.61,5.16,3.02,,,2.0,,,0.3,0.035,,<0.016,<0.05,3,<0.1,
286,1,2024-08-09 12:06:00,Regular,LRF3 - Meio Afótico,2024-08-09 12:03:00,2024-08-09 12:06:00,8.73,,23,10.9,9.48,6.26,,,2.0,,,0.13,0.04,,<0.016,0.23,5.8,<0.1,
287,1,2024-08-02 11:15:00,Regular,LRF1 - Fundo,2024-08-02 11:10:00,2024-08-02 11:15:00,7.28,,23,10.7,4.33,2.11,,,2.5,,,0.44,0.153,,0.016,0.23,4.4,<0.1,
288,1,2023-08-02 11:15:00,Regular,LRF1 - Fundo,2023-08-02 11:10:00,2023-08-02 11:15:00,7.28,,23,10.7,4.33,2.11,,,2.5,,,0.44,0.153,,0.016,0.23,4.4,<0.1,
289,1,2024-06-14 11:22:00,Regular,LRF3 - Fundo,2024-06-14 11:19:00,2024-06-14 11:22:00,6.67,,23,9.63,6.23,2,,,3.0,,,0.18,0.017,,<0.016,0.29,5.3,<0.1,
290,1,2024-06-14 12:22:00,Regular,LRF2 - Fundo,2024-06-14 12:19:00,2024-06-14 12:22:00,7.21,,23,9.86,6.55,2.16,,,3.0,,,0.16,0.017,,<0.016,0.28,5.5,<0.1,
291,1,2023-06-14 11:22:00,Regular,LRF3 - Fundo,2023-06-14 11:19:00,2023-06-14 11:22:00,6.67,,23,9.63,6.23,2,,,3.0,,,0.18,0.017,,<0.016,0.29,5.3,<0.1,
292,1,2022-07-13 10:33:00,Regular,LRF3 - Fundo,2022-07-13 10:30:00,2022-07-13 10:33:00,8.7,,23,14,6.09,5.4,,,3.0,,,0.045,0.039,,<0.016,0.05,2.7,0.2,
293,1,2024-05-22 13:55:00,Regular,LRF6 - Fundo,2024-05-22 13:52:00,2024-05-22 13:55:00,7.37,,23,12,5.8,<1.5,,,3.0,,,0.08,0.016,,<0.016,0.3,4.8,0.1,
294,1,2023-07-17 12:59:00,Regular,LRF1 - Fundo,2023-07-17 12:56:00,2023-07-17 12:59:00,7.86,,23,10.8,6.29,1.48,,,3.0,,,0.12,0.021,,<0.016,0.33,4.4,<0.1,
295,1,2022-07-13 11:13:00,Regular,LRF4 - Fundo,2022-07-13 11:10:00,2022-07-13 11:13:00,8.88,,23,14,7,16.2,,,3.0,,,0.05,0.107,,<0.016,0.197,2.8,0.1,
296,1,2024-07-17 12:59:00,Regular,LRF1 - Fundo,2024-07-17 12:56:00,2024-07-17 12:59:00,7.86,,23,10.8,6.29,1.48,,,3.0,,,0.12,0.021,,<0.016,0.33,4.4,<0.1,
297,1,2023-06-14 12:22:00,Regular,LRF2 - Fundo,2023-06-14 12:19:00,2023-06-14 12:22:00,7.21,,23,9.86,6.55,2.16,,,3.0,,,0.16,0.017,,<0.016,0.28,5.5,<0.1,
298,1,2023-05-22 13:55:00,Regular,LRF6 - Fundo,2023-05-22 13:52:00,2023-05-22 13:55:00,7.37,,23,12,5.8,<1.5,,,3.0,,,0.08,0.016,,<0.016,0.3,4.8,0.1,
299,1,2022-07-13 11:24:00,Regular,LRF6 - Fundo,2022-07-13 11:21:00,2022-07-13 11:24:00,8.78,,23,14.1,6.47,3.97,,,3.0,,,0.057,0.046,,<0.016,<0.05,2.7,0.2,
300,1,2023-06-19 10:27:00,Regular,LRF5 - Fundo,2023-06-19 10:23:00,2023-06-19 10:27:00,6.75,,23,11.13,1.74,<1.5,,,3.5,,,0.1,0.024,,<0.016,0.31,3.6,<0.1,
301,1,2024-06-19 10:27:00,Regular,LRF5 - Fundo,2024-06-19 10:23:00,2024-06-19 10:27:00,6.75,,23,11.13,1.74,<1.5,,,3.5,,,0.1,0.024,,<0.016,0.31,3.6,<0.1,
302,1,2022-07-13 11:10:00,Regular,LRF4 - Meio,2022-07-13 11:07:00,2022-07-13 11:10:00,8.96,,23,14,7.65,17.1,,,1.0,,,0.105,0.146,,<0.016,0.246,2.8,0.1,
303,1,2023-06-05 12:05:00,Regular,LRF2 - Meio Eufótico,2023-06-05 11:59:00,2023-06-05 12:05:00,7.62,,23,9.9,7.2,2.02,,,1.0,,,0.09,<0.016,,<0.016,0.43,4.9,<0.1,
304,1,2024-06-05 12:05:00,Regular,LRF2 - Meio Eufótico,2024-06-05 11:59:00,2024-06-05 12:05:00,7.62,,23,9.9,7.2,2.02,,,1.0,,,0.09,<0.016,,<0.016,0.43,4.9,<0.1,
305,1,2022-07-20 12:45:00,Regular,LRF5 - Meio,2022-07-20 12:42:00,2022-07-20 12:45:00,8.14,,23,13,3.38,4.16,,,1.0,,,0.28,0.074,,0.027,0.063,2.9,<0.1,
306,1,2022-08-31 12:10:00,Regular,LRF2 - Meio Eufótico,2022-08-31 12:07:00,2022-08-31 12:10:00,8.0,,23,14.2,7.27,2.52,,,1.0,,,0.49,0.07,,<0.016,<0.05,3.6,<0.1,
307,1,2022-05-25 11:48:00,Regular,LRF2 - Meio Eufótico,2022-05-25 11:44:00,2022-05-25 11:48:00,8.61,,23,9.73,3.8,2.19,,,1.0,,,0.19,0.046,,<0.016,0.06,<1.0,<0.1,
308,1,2024-06-12 12:03:00,Regular,LRF2 - Meio Eufótico,2024-06-12 12:00:00,2024-06-12 12:03:00,6.87,,23,10,5.13,2.2,,,1.0,,,0.07,0.018,,<0.016,0.31,3.4,<0.1,
309,1,2022-07-13 10:47:00,Regular,LRF1 - Fundo,2022-07-13 10:44:00,2022-07-13 10:47:00,8.93,,23,14,7.36,7.71,,,1.0,,,0.069,0.063,,<0.016,0.173,2.8,0.2,
310,1,2022-08-03 14:26:00,Regular,LRF5 - Meio,2022-08-03 14:23:00,2022-08-03 14:26:00,7.43,,23,13.5,5.37,3.88,,,1.0,,,0.26,0.088,,0.027,<0.05,3.9,0.5,
311,1,2024-08-09 11:23:00,Regular,LRF2 - Meio Eufótico,2024-08-09 11:20:00,2024-08-09 11:23:00,8.31,,23,10.9,7.03,3.7,,,1.0,,,0.12,0.018,,<0.016,0.23,6,<0.1,
312,1,2023-06-07 12:36:00,Regular,LRF2 - Meio Eufótico,2023-06-07 12:33:00,2023-06-07 12:36:00,7.67,,23,9.9,7.3,1.59,,,1.0,,,0.1,0.02,,<0.016,0.36,3,<0.1,
313,1,2022-07-13 10:27:00,Regular,LRF3 - Meio Eufótico,2022-07-13 10:24:00,2022-07-13 10:27:00,8.83,,23,14,6.76,6.78,,,1.0,,,0.04,0.047,,<0.016,0.23,2.9,<0.1,
314,1,2022-07-13 11:21:00,Regular,LRF6 - Meio,2022-07-13 11:18:00,2022-07-13 11:21:00,8.97,,23,14,7.32,5.1,,,1.0,,,0.04,0.038,,<0.016,<0.05,2.5,0.2,
315,1,2022-08-08 11:56:00,Regular,LRF3 - Meio Eufótico,2022-08-08 11:53:00,2022-08-08 11:56:00,7.16,,23,13.4,4.92,2.36,,,1.0,,,0.43,0.087,,0.036,<0.05,4.4,<0.1,
316,1,2022-07-13 11:33:00,Regular,LRF5 - Meio,2022-07-13 11:30:00,2022-07-13 11:33:00,8.37,,23,14,5.57,9.81,,,1.0,,,0.04,0.1,,<0.016,0.187,2.9,<0.1,
317,1,2023-08-09 11:23:00,Regular,LRF2 - Meio Eufótico,2023-08-09 11:20:00,2023-08-09 11:23:00,8.31,,23,10.9,7.03,3.7,,,1.0,,,0.12,0.018,,<0.016,0.23,6,<0.1,
318,1,2024-06-07 12:36:00,Regular,LRF2 - Meio Eufótico,2024-06-07 12:33:00,2024-06-07 12:36:00,7.67,,23,9.9,7.3,1.59,,,1.0,,,0.1,0.02,,<0.016,0.36,3,<0.1,
319,1,2022-07-06 10:47:00,Regular,LRF3 - Meio Eufótico,2022-07-06 10:44:00,2022-07-06 10:47:00,9.36,,23,13.67,14.04,12.5,,,1.0,,,0.081,0.127,,<0.016,0.095,1.2,<0.1,
320,1,2022-07-13 10:44:00,Regular,LRF1 - Meio,2022-07-13 10:41:00,2022-07-13 10:44:00,8.96,,23,14,7.57,8.61,,,1.0,,,0.056,0.061,,<0.016,0.241,2.9,0.1,
321,1,2022-08-03 14:12:00,Regular,LRF6 - Meio,2022-08-03 14:09:00,2022-08-03 14:12:00,7.37,,23,13.4,4.8,3.84,,,1.0,,,0.21,0.081,,<0.016,<0.05,4,0.4,
322,1,2023-06-12 12:03:00,Regular,LRF2 - Meio Eufótico,2023-06-12 12:00:00,2023-06-12 12:03:00,6.87,,23,10,5.13,2.2,,,1.0,,,0.07,0.018,,<0.016,0.31,3.4,<0.1,
323,1,2023-06-07 13:17:00,Regular,LRF1 - Meio,2023-06-07 13:14:00,2023-06-07 13:17:00,7.33,,23,9.9,6.81,1.67,,,1.5,,,0.07,0.024,,<0.016,0.39,3.1,<0.1,
324,1,2024-08-09 10:50:00,Regular,LRF6 - Meio,2024-08-09 10:47:00,2024-08-09 10:50:00,8.53,,23,10.8,7.94,2.76,,,1.5,,,0.14,0.035,,<0.016,0.26,5.2,0.1,
325,1,2024-06-07 13:17:00,Regular,LRF1 - Meio,2024-06-07 13:14:00,2024-06-07 13:17:00,7.33,,23,9.9,6.81,1.67,,,1.5,,,0.07,0.024,,<0.016,0.39,3.1,<0.1,
326,1,2023-08-21 13:39:00,Regular,LRF6 - Meio,2023-08-21 13:36:00,2023-08-21 13:39:00,8.1,,23,10.1,6.94,2.41,,,1.5,,,0.25,0.043,,0.042,0.31,4.6,0.4,
327,1,2024-08-21 13:39:00,Regular,LRF6 - Meio,2024-08-21 13:36:00,2024-08-21 13:39:00,8.1,,23,10.1,6.94,2.41,,,1.5,,,0.25,0.043,,0.042,0.31,4.6,0.4,
328,1,2023-08-09 10:50:00,Regular,LRF6 - Meio,2023-08-09 10:47:00,2023-08-09 10:50:00,8.53,,23,10.8,7.94,2.76,,,1.5,,,0.14,0.035,,<0.016,0.26,5.2,0.1,
329,1,2022-08-01 12:26:00,Regular,LRF6 - Meio,2022-08-01 12:23:00,2022-08-01 12:26:00,7.39,,23,13.4,4.31,3.03,,,1.5,,,0.37,0.079,,0.021,<0.05,2.4,<0.1,
330,1,2023-08-07 11:46:00,Regular,LRF3 - Fundo,2023-08-07 11:43:00,2023-08-07 11:46:00,7.53,,23,11.3,4.4,<1.5,,,2.9,,,0.09,0.018,,<0.016,0.27,4.1,<0.1,
331,1,2024-08-07 11:46:00,Regular,LRF3 - Fundo,2024-08-07 11:43:00,2024-08-07 11:46:00,7.53,,23,11.3,4.4,<1.5,,,2.9,,,0.09,0.018,,<0.016,0.27,4.1,<0.1,
332,1,2024-08-09 11:41:00,Regular,LRF1 - Superfície,2024-08-09 11:38:00,2024-08-09 11:41:00,8.23,23.0,23,10.9,7.59,4.65,103.0,3.05,0.3,1600,120,0.09,0.029,,<0.016,0.24,5.5,<0.1,
333,1,2022-08-17 12:49:00,Regular,LRF2 - Superfície,2022-08-17 12:45:00,2022-08-17 12:49:00,8.09,24.0,23,14.28,9.82,3.8,147.0,3.7,0.3,130,9,0.22,0.071,,<0.016,<0.05,3.3,<0.1,
334,1,2024-06-07 14:53:00,Regular,LRF4 - Superfície,2024-06-07 14:50:00,2024-06-07 14:53:00,7.65,26.0,23,9.8,7.42,1.32,370.0,3.7,0.3,170,23,0.1,0.021,,<0.016,0.39,3.6,<0.1,
335,1,2022-08-15 12:28:00,Regular,LRF5 - Superfície,2022-08-15 12:25:00,2022-08-15 12:28:00,8.47,24.0,23,14.1,12.63,3.02,51.0,3.0,0.3,34,11,0.04,0.071,,<0.016,<0.05,3.3,<0.1,
336,1,2024-08-17 11:10:00,Regular,LRF3 - Superfície,2024-08-17 11:07:00,2024-08-17 11:10:00,8.28,22.0,23,9.9,7.59,4.27,183.0,3.5,0.3,2400,350,0.13,0.022,,<0.016,0.27,5.5,0.2,
337,1,2022-08-31 11:47:00,Regular,LRF1 - Superfície,2022-08-31 11:44:00,2022-08-31 11:47:00,8.14,20.0,23,14,7.68,2.71,106.0,3.5,0.3,270,82,0.19,0.039,,<0.016,<0.05,3.9,<0.1,
338,1,2022-08-31 12:40:00,Regular,LRF6 - Superfície,2022-08-31 12:37:00,2022-08-31 12:40:00,8.09,21.0,23,13.8,7.66,2.04,204.0,3.5,0.3,240,240,0.14,0.03,,<0.016,<0.05,3.5,<0.1,
339,1,2023-08-09 11:41:00,Regular,LRF1 - Superfície,2023-08-09 11:38:00,2023-08-09 11:41:00,8.23,23.0,23,10.9,7.59,4.65,103.0,3.05,0.3,1600,120,0.09,0.029,,<0.016,0.24,5.5,<0.1,
340,1,2022-07-13 10:41:00,Regular,LRF1 - Superfície,2022-07-13 10:38:00,2022-07-13 10:41:00,8.97,22.0,23,14,7.81,8.08,80.0,3.5,0.3,46,33,0.04,0.058,,<0.016,0.215,2.8,0.2,
341,1,2023-08-17 11:10:00,Regular,LRF3 - Superfície,2023-08-17 11:07:00,2023-08-17 11:10:00,8.28,22.0,23,9.9,7.59,4.27,183.0,3.5,0.3,2400,350,0.13,0.022,,<0.016,0.27,5.5,0.2,
342,1,2024-06-28 11:13:00,Regular,LRF4 - Superfície,2024-06-28 11:10:00,2024-06-28 11:13:00,7.62,24.0,23,11.24,7.66,<1.5,300.0,3.7,0.3,110,33,0.04,<0.016,,<0.016,0.41,6.5,<0.1,
343,1,2023-06-12 12:00:00,Regular,LRF2 - Superfície,2023-06-12 11:57:00,2023-06-12 12:00:00,6.88,25.0,23,10,5.22,1.58,301.0,3.6,0.3,23,<1.8,0.09,0.019,,<0.016,0.32,3.9,<0.1,
344,1,2022-08-31 10:47:00,Regular,LRF3 - Superfície,2022-08-31 10:44:00,2022-08-31 10:47:00,8.12,18.0,23,13.9,7.72,2.64,150.0,3.7,0.3,170,79,0.15,0.028,,<0.016,<0.05,3.6,<0.1,
345,1,2022-08-15 12:47:00,Regular,LRF6 - Superfície,2022-08-15 12:44:00,2022-08-15 12:47:00,8.43,24.0,23,14.1,11.55,2.61,70.0,3.7,0.3,920,170,0.04,0.053,,<0.016,<0.05,3.3,<0.1,
346,1,2023-06-07 14:53:00,Regular,LRF4 - Superfície,2023-06-07 14:50:00,2023-06-07 14:53:00,7.65,26.0,23,9.8,7.42,1.32,370.0,3.7,0.3,170,23,0.1,0.021,,<0.016,0.39,3.6,<0.1,
347,1,2022-07-13 10:51:00,Regular,LRF2 - Superfície,2022-07-13 10:48:00,2022-07-13 10:51:00,9.03,22.0,23,14,7.96,6.37,104.0,3.6,0.3,130,49,0.057,0.041,,<0.016,0.081,2.8,0.2,
348,1,2023-06-28 11:13:00,Regular,LRF4 - Superfície,2023-06-28 11:10:00,2023-06-28 11:13:00,7.62,24.0,23,11.24,7.66,<1.5,300.0,3.7,0.3,110,33,0.04,<0.016,,<0.016,0.41,6.5,<0.1,
349,1,2024-06-12 12:00:00,Regular,LRF2 - Superfície,2024-06-12 11:57:00,2024-06-12 12:00:00,6.88,25.0,23,10,5.22,1.58,301.0,3.6,0.3,23,<1.8,0.09,0.019,,<0.016,0.32,3.9,<0.1,
350,1,2022-08-31 12:07:00,Regular,LRF2 - Superfície,2022-08-31 12:04:00,2022-08-31 12:07:00,8.04,20.0,23,14.1,7.43,2.7,108.0,3.8,0.3,240,49,0.22,0.032,,<0.016,<0.05,3.7,<0.1,
351,1,2022-08-08 13:15:00,Regular,LRF1 - Superfície,2022-08-08 13:12:00,2022-08-08 13:15:00,7.3,23.0,23,13.6,5.16,2.85,100.0,3.5,0.3,5100,8,0.38,0.083,,0.029,<0.05,3.8,<0.1,
352,1,2022-07-13 10:24:00,Regular,LRF3 - Superfície,2022-07-13 10:21:00,2022-07-13 10:24:00,8.83,22.0,23,14,6.79,6.64,80.0,3.5,0.3,350,49,0.038,0.036,,<0.016,0.204,2.8,<0.1,
353,1,2024-08-17 10:44:00,Regular,LRF2 - Fundo,2024-08-17 10:41:00,2024-08-17 10:44:00,7.18,,23,11,1.98,3.49,,,3.2,,,0.13,0.049,,<0.016,0.24,5.9,0.1,
354,1,2023-08-28 13:09:00,Regular,LRF2 - Fundo,2023-08-28 13:06:00,2023-08-28 13:09:00,7.2,,23,11.6,3.52,3.66,,,3.2,,,0.29,0.029,,0.017,0.24,5,<0.1,
355,1,2023-08-17 10:44:00,Regular,LRF2 - Fundo,2023-08-17 10:41:00,2023-08-17 10:44:00,7.18,,23,11,1.98,3.49,,,3.2,,,0.13,0.049,,<0.016,0.24,5.9,0.1,
356,1,2023-08-28 13:21:00,Regular,LRF4 - Fundo,2023-08-28 13:18:00,2023-08-28 13:21:00,7.22,,23,11,3.36,5.39,,,3.2,,,0.25,0.051,,0.022,0.25,4.6,<0.1,
357,1,2022-06-08 12:49:00,Regular,LRF2 - Fundo,2022-06-08 12:46:00,2022-06-08 12:49:00,7.57,,23,10.7,3.25,3.87,,,3.2,,,0.17,0.097,,<0.016,0.06,1.9,0.1,
358,1,2023-05-22 13:27:00,Regular,LRF2 - Fundo,2023-05-22 13:24:00,2023-05-22 13:27:00,7.16,,23,12,4.85,2.81,,,3.2,,,0.06,<0.016,,<0.016,0.3,7.6,0.1,
359,1,2024-08-28 13:21:00,Regular,LRF4 - Fundo,2024-08-28 13:18:00,2024-08-28 13:21:00,7.22,,23,11,3.36,5.39,,,3.2,,,0.25,0.051,,0.022,0.25,4.6,<0.1,
360,1,2024-08-28 13:09:00,Regular,LRF2 - Fundo,2024-08-28 13:06:00,2024-08-28 13:09:00,7.2,,23,11.6,3.52,3.66,,,3.2,,,0.29,0.029,,0.017,0.24,5,<0.1,
361,1,2024-05-22 13:27:00,Regular,LRF2 - Fundo,2024-05-22 13:24:00,2024-05-22 13:27:00,7.16,,23,12,4.85,2.81,,,3.2,,,0.06,<0.016,,<0.016,0.3,7.6,0.1,
